ID Strain;Animal species of origin;Haemolysis;2021,944237;2043,278686;2057,143278;2064,798679;2071,138797;2085,647901;2103,986922;2117,879078;2129,309534;2143,905333;2173,98153;2188,116404;2194,137865;2223,140967;2241,106204;2249,262227;2263,163992;2275,942006;2294,464195;2303,002771;2310,640992;2328,674928;2341,808325;2347,336654;2368,81382;2375,663173;2392,41521;2405,281178;2417,361773;2423,645677;2430,125621;2442,388347;2458,082928;2463,871295;2478,385153;2490,961213;2499,934395;2507,013029;2514,979765;2526,491725;2535,074449;2546,810611;2568,858094;2587,941129;2597,603865;2605,933778;2614,99607;2633,510727;2644,803267;2658,331334;2679,74669;2695,110831;2726,59456;2740,248476;2756,849158;2767,264767;2774,677348;2791,836117;2798,238508;2811,189918;2832,466207;2867,706034;2885,237641;2901,101379;2913,757878;2930,611773;2941,320452;2957,242323;2978,334119;3009,086529;3024,123226;3048,742669;3055,583516;3061,280788;3072,930078;3087,042335;3101,064562;3109,369649;3116,596924;3131,858727;3158,961645;3181,278665;3206,838377;3224,017932;3242,585235;3262,6002;3286,42422;3298,673403;3318,047933;3354,28405;3364,797303;3374,607979;3397,909861;3406,307673;3418,42909;3443,405164;3469,517094;3496,883221;3522,147448;3542,182893;3551,127176;3559,038986;3565,064583;3588,460745;3629,19292;3642,953603;3650,035831;3666,795775;3691,127352;3698,016465;3718,855667;3740,071562;3762,662684;3772,942539;3789,670201;3802,063287;3827,164685;3854,434602;3875,780248;3886,289081;3901,593197;3952,786854;4013,479041;4024,076978;4039,689523;4091,355124;4113,564168;4142,664282;4156,733951;4176,580509;4200,320563;4216,375125;4234,704731;4252,573437;4302,849101;4345,70109;4379,474113;4451,322399;4474,966395;4490,255734;4515,184774;4536,279832;4547,906115;4595,891317;4623,196559;4700,985807;4744,087329;4810,080788;4863,622184;4877,931808;4899,987515;4914,816607;4931,990544;4983,4467;5017,741108;5039,291849;5052,449441;5114,565557;5132,757147;5165,731993;5200,839932;5245,799185;5283,615576;5296,883734;5319,28006;5362,842812;5397,767318;5421,647767;5465,677464;5490,200857;5506,228855;5522,688276;5539,233403;5552,767932;5562,26269;5586,260579;5601,497971;5623,635629;5639,896531;5655,590999;5668,71725;5742,125383;5780,539599;5857,658321;5870,173124;5914,177605;5926,836608;5956,270678;5968,682877;5995,730563;6013,377415;6059,718917;6081,114293;6100,449295;6112,579053;6127,124926;6150,145119;6171,751765;6205,064571;6227,030576;6245,557645;6261,118018;6283,92929;6312,28957;6327,306693;6366,205097;6387,479047;6415,650959;6455,067424;6489,060486;6568,268419;6587,606933;6600,699745;6639,906314;6710,334937;6731,019005;6751,288851;6768,619178;6797,381802;6814,418663;6839,12615;6861,319414;6891,554249;6941,861547;6978,383674;7002,828847;7028,338252;7051,439392;7086,679678;7101,854571;7159,909273;7184,708622;7202,146723;7231,04021;7259,660266;7282,008428;7300,542143;7319,793861;7335,730413;7382,854053;7396,541531;7442,183508;7474,126791;7525,524802;7582,123246;7597,936488;7675,5437;7701,038434;7905,893368;7967,158882;8004,05774;8045,073053;8074,407676;8101,722824;8182,843356;8244,689213;8326,388948;8353,024278;8692,035007;8823,297366;8900,417914;9030,383766;9073,25717;9169,229432;9216,19705;9256,178637;9487,183195;9550,735174;9617,35446;9652,709405;9795,555239;9829,326089;9862,918789;10077,27416;10103,17897;10172,64397;10204,5893;10246,99083;10279,75573;10329,44248;10400,82679;10491,36334;10930,54276;11010,07664;11070,93101;11175,10652;11246,47191;11482,18754;11727,74379;12155,72771;12299,21237;12680,89307;13276,61442;13455,10944;13526,03682;13570,46675;13617,65054;14104,26499;14945,23828;15048,68998;15154,39575;15353,52046;15399,07159;15495,16655;16076,29338;16202,09535;Eritromicina;Ceftiofur;Tetraciclina;Gentamicina;Penicillina;Ampicillina;Sulfametossazolo_trimethoprim;Clindamicina;Enrofloxacin;aad(6);ANT(6)-Ia;APH(2'')-IIIa;APH(3')-IIIa;catS;dfrF;E. faecalis chloramphenicol acetyltransferase;Erm(47);ErmB;fexA;L._reuteri cat-TC;lmrP;lnuC;lnuD;lsaC;lsaE;mefE;optrA;poxtA;SAT-4;tet(40);tet(L);tetM;tetO;tetS;tetT;vatE;fbp54;gbs0630;gbs0631;gbs0632;hasC;lmb;mf2;mf3;scpA;sda;ska;slo;smeZ;spec;speg;spek;spel;spem;;;;;;;
V13;Dog;b;;0,0000655084;0,0000798659;;;;0,000086366;;0,0000518954;0,0000471446;0,0000679758;0,0000498065;;0,000664776;;;0,000206709;;0,0000966939;;0,0000958628;0,0000773731;0,000063948;;0,0000678399;;0,0000511442;;;;0.05539;;0,0000722804;;;;;0,0000690084;;0,0000669325;;;0,0000714008;;;0,000126036;;0,000250574;;;0,0000605093;;0,000183014;;0,000102342;;;0,000063148;;0,0000650545;;;0,0000512986;;0,0000535166;;;0,000136382;0,000864876;;;0,00010204;;;;;;0,0000800913;;;0,000496842;;;;0,0000604916;0,0000583163;0,0000452905;;0,0000658688;;0,000272263;;0,000577684;;;;0,000158114;0,0000828763;;0,0000724107;;;;0,0000482011;;0,000135569;;0,0000648424;0,00021261;;;0,0000784247;0,0000830795;;;;;0,0000553639;;0,0000901025;;0,000806352;;;0,000087053;0,000503605;;;;0,0000664861;;0,0000559921;0,0000453042;0,0000461139;;0,0000476513;0,0000483023;0,001232617;;0,000385556;0,000384218;0,000249038;;0,000127393;0,000098059;;0,000630564;;0,0000547035;;0,0000555084;;0,0000498343;0,000109942;0,000184304;;0,00030952;;0,000113682;;;0,000108646;;;;0,0000472817;0,0000451799;;0,000246889;;;0,000180456;;;0,0000974248;0,0000715922;;0,000051544;0,0000486427;;;0,0000451817;;;;0,000236912;;0,001131064;;0,000361767;0,000208467;;;0,000116352;;0,0000911639;0,0000815759;;;0,0000951021;;0.04512;;;0,000554072;0,000156507;;0,0000629387;;0,0000516226;;;;0,000157711;0,000264107;0,000221962;;;0,000662564;;0,000216738;;;0,000145196;0,0000696752;;0,0000451606;0,0000516543;;0,000092861;;;;;;0,0000649178;;;0,0000456343;0,000249227;;;0,000170536;0,000300968;;;;0,0000560963;0,00081942;;;0,000112156;;;0,000456766;;;;0,0000448235;0,0000544356;;0,000206335;0,000135041;0,0000520596;;0,0000650363;0,000586843;;;;0,0000469832;;;;0,000179587;0,0000644651;;0,0000497814;;;0,0000655089;0,0000653384;0,000171856;;;;;;;;;;0,0000763271;;;;;;0,000066474;0,000142108;;;;;;;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
V142;Dog;b;;0,0000519407;;;0,0000495094;0,000044623;0,000077739;;0,0000471991;;0,0000910179;;;0,000647775;;;0,000202379;0,00016707;;;0,0000886185;;0,0000532917;;0,0000456547;;0,0000519983;;;;;0,0000761959;;0,0000729904;;0,0000462848;;0,0000725032;;0,0000544744;;0,0000469826;;;;;0,000056716;0,000177491;;0,0000706999;0,000400101;;0,000176895;;0,0000934168;;;;0,0000776928;;;0,0000467216;;;0,000044456;;0,0000495219;0,000160764;0,000698123;;;;0.07792;;0,0000652873;;;0,000148362;;;0,000414411;;0,0000530457;0,0000466614;;;0,0000499986;;0,000103055;0,000684085;;0,00050474;0,000617011;;0,000493518;;0,000273931;;;;;0,0000706277;;0,0000860282;;0,000106697;;0,000203219;;0,000226766;;0,0000658743;0,0000698666;;0,0000503332;;;;;0,0000621884;;0,000640756;;0,0000868752;;0,000499043;;;;0,0000507528;;;;;;0,0000483553;0,000061985;0,001304906;;0,00036596;0,000491335;0,000342085;;0,000162084;0,000117661;0,0000507083;0,0004198;;0,0000472355;;0,0000571481;;0,0000443466;0,0000946555;0,000188372;;0,000265482;;0,0000502173;0,0000473564;0,000169632;0,000145005;0,0000477573;;0,0000956396;0,000622971;;0,0000894688;0,000193357;;;0,000181523;;;0,0000814425;0,0000643183;0,000119493;;;0,0000512814;0,0000460441;0,0000680598;;;;;0,000309827;;0,001018057;;0,00027528;0,000118472;;;0,000107733;;0,0000908622;0,0000595539;;0,000237903;;0,0000690577;0,0000919641;;0,000590039;;0,0000984606;;;;;;;0,000155692;0,000985615;;0,000669885;;0,000771005;;0,000546481;;;0,00028798;;0,0000848627;;0,0000616196;;;0,000124428;;;;;0.06034;;;0,000198858;;0,00029144;;0,000150087;0,000308724;;;;0,0000534143;0,000712077;;;0,0000939295;0,000069414;;0,000505307;;;;;;0,0000465796;0,000219232;0,000205339;;;0,0000638693;0,000465215;;;;0,0000498738;;;;0,000193283;;;;;0,0000488119;0,000141935;0,000115811;0,000165381;;;;;;;;0,0000473263;;0,0000675037;;;;;;0,0000850988;0,000194467;;;;;;;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;
V151;Dog;b;;0,0000580106;;;0,0000602675;0,0000477862;0,000100212;;;0,0000466259;0,0000538334;0,0000536443;;0,000545034;0,000331429;;0,000203655;0,000138043;;;0,0000958082;;;0,0000526694;0,0000573425;;0,000049087;;;;;0,0000612543;0,0000746302;;0,0000496799;;;0,0000486204;;0,0000578939;;;;;0,0000575813;;;0,000183798;;;0,000276887;;0,000195458;;0,0000951593;;;;0,0000509822;;;0.05491;;;0,0000550935;;;0,00010645;0,000612664;0,000162117;0,000145538;;;;0,0000565005;;;0,000170347;;;0,00046441;;0,0000530509;;;0,0000474448;;;;;0,001031183;;0,000624113;;0,000408692;0,00019655;0,000322104;0,000149213;;0,0000598943;;0,0000584059;;0,000132058;;0,000149078;;0,000131734;0,000208346;;;0,0000906182;;0,0000502204;;;0,0000481735;;;0,0000502909;;0,000641164;;0,0000855079;;0,000559363;;;0,0000737332;;0,0000474836;0,0000481988;;;;;;0,001034871;0,000320317;0,000297389;0,000403446;0,000376143;;0,000127254;0,0000881481;0,0000529982;0,000581969;0,0000924652;;;0,0000691769;;0,0000538177;0,000135949;;;0,000325885;;0,0000796077;;0,000280136;0,000205466;;;0,0000663413;0,000401194;;;0,000274987;;;0,000183939;;;0,0000866829;0,0000557444;0,0000535852;;;;;0,0000794356;;;0,0000507807;0,000187838;;0,000828933;;0,000215662;;0,000083074;;0,0000705161;;0,000050243;0,0000714963;0,000054843;;0,000237293;;0,0000662767;0,0000765291;;0,00053915;;;;;0,0000473021;;;;0,000186464;;0,001329687;;0,000568;0,000746336;;0,000448883;;0,000225655;0,000307839;;;0,0000808264;0.09078;;;0,0000495958;0,00019276;0,0000613471;;;0,000062168;;;0,000109719;0,000245482;;;0,000210426;0,000114661;;;;0,0000717655;0,000676649;;;0,0000826055;;0,0000802844;0,000512053;;0,0000586414;;;;;0,00026117;0,000262881;;0,0000516385;;0,000585009;;0,0000853523;;0,0000552274;;;;0,000235417;0,000062663;;;;;0,000198068;0,000151784;0,000208406;;;;;0,0000567682;;;0,000058507;;0,0000843715;;;;;;0,0000921027;0,0000697349;;;;;;;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
V160;Dog;b;;0,000059015;;;0,0000655556;;0,0000885014;;0,0000506035;;0,0000673724;;;0,000509415;;;0,000193305;0,000209136;;;0,0000957954;;;0,0000541515;;;;0,0000470031;;;0,0000513727;0,0000961766;0,0000878098;;;;;0,0000680946;;0,0000622706;;;;;0,0000594664;;;0,000198926;;;0,000266102;;0,000227936;;;0,0000929691;;;0,000068533;;;0,0000501183;;;;;;0,00038587;0,000489427;0,000175528;0,000155395;0,0000695271;;;0,000049267;;;0,00018147;;;0,00035782;;0,0000509924;0,0000515647;;;;;0,0000913724;;0,000691685;;0,000563791;;0,000610521;;0,000337496;0,000160057;;;;0,0000524669;;0,0000885929;;0,00016037;;0,00028513;0,000274419;;;0,0000777737;0,0000630621;;;;;0,0000486827;;;;0,000647664;;;;0,000658702;;;;;;;;;;;0,0000502086;0,000995332;0,00034166;0,000269162;0,00044133;0,000399949;;0,000131696;0,000108606;0,0000470665;;0,0000518939;;;0,000071701;;0,000050311;0,000129427;0,000146137;;0,000332847;;0,0000616265;;0,000319196;0,000246864;;;0,0000780328;0,000402685;;;0,000292073;;;;0,000119642;;0,0000523536;;;;;0,0000502656;;0,0000809875;;;0,000117336;0,000566332;;0,000705101;;0,000172429;;0,0000789833;;0,0000700453;;;0,000068681;0,0000494466;;0,000284918;;0,0000793108;0,0000997543;;0,000576151;;;;;;;;;0,000178523;0,000870295;0,000780145;;;0,000706588;;0,000656543;;;0,000316397;0,000131946;;;0,0000724296;;;;0,000116298;;;;0,0000693178;;;0,000266884;0,000316425;;;0,00018946;0,000212251;;;;0,0000648533;0,000711167;;;0.08444;0,0000689309;;0,000635221;;;0,0000597718;;;;0,000311352;0,000311698;;0,0000611371;0,0000855324;;;;;0,0000604845;;0,0000487233;;0,000241239;;;;;0,0000532622;0,000242255;0,000187479;0,000244515;;;;;0,0000492882;;;0,000052936;;0,0000824892;;;;;;0,000098051;0,000135981;;;;;;;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
V161;Cat;b;;;;;;;0,0000772199;;;;;;;0,000516653;;;;0,000210584;0,000139167;;0,00011802;;;0,0000461798;0,0000645943;;0,0000502044;;0,0000516052;;;0,0000614409;;0,000105123;;;;0,0000628023;;0,0000613032;;;0,0000556897;;0,0000746931;;0,0000553313;0,000217006;;;0,000163405;;0,000178014;;;0,000119327;;0,0000618123;;;;0,0000577869;;;;;0,0000492668;0,000175614;0,00060973;0,000141749;0,000147068;;0,0000931068;;0,0000662636;;;0,000162667;;;0,000501652;;0,0000521274;;;;0,0000505909;;0,0000857253;0,000620762;;0,000430699;0,000507252;;0,00063798;;0,000235893;0,00013695;;;;0,0000572167;;0,000105392;;0,000123966;;0,0000890491;;0,00019539;;0,0000645079;0,0000830158;;;;0,0000609823;0,0000499838;;0,0000641208;;0,000679128;;0,0000880662;;0,000492337;;;0,0000624307;0,0000558141;0,0000476766;;;;;;;0,001046058;;0,000259833;0,000394184;;0,000342976;0,000128392;0,0000956247;0,0000599993;0,000718458;0,000109195;;;0,0000576769;;0,0000533844;0,000119574;0,000246214;;0,000362102;;0,0000939888;0,0000646375;0,000211942;0,000170954;;;;0,000255219;0,0000738665;0,0000615625;0,000207954;;;0,000204172;;;0,0000924617;0,0000675915;0,0000595182;;;;;0,000116927;;;;;0,000287023;;0,000850276;;;0,0000867879;;;0,0000854538;;0,000120261;;;0,00024532;;0,0000554623;0,0000673683;;0,000563896;;0,0000778165;;;;;;;0,000191301;0,000854942;;0,000527983;;0,000622286;;0,000858435;;;0,000232444;;;;0,000084995;;;;0,000148328;0,0000739193;;;0,0000659246;;;0,0000698826;;0,000233646;;0,000172193;0,000348606;;0,000110133;0,0000530854;0,0000730295;0,000712684;;;0,000102634;0,0000832209;0,0000870967;0,00047687;;;;;;;0,000205889;0,000224037;0,0000500356;;0,0000615108;0,00071091;;0,0000886329;;0,0000489547;;;;0,000241603;;0,0000651017;0,0000477333;;;0,00015577;0,000116307;0,000153606;;;;;0,0000697555;;;0,0000772949;;0,0000934226;;;;;;0,0000886343;0,000203245;;;;;;;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;
V175;Dog;b;;;;;;;0,0000876471;;0,000048488;;;;;0,000633761;;;0,000215171;;0,000119974;;0,0000960349;;;;0,0000538537;;;0,0000477372;0,0000609171;;;;0,0000998806;;;;;0,000074959;;;;;;;0,0000637346;;0,0000568332;0,00022553;;;;0,0000522728;0,000182704;;;0,0000728011;;0,0000488388;;;;;;0,0000475181;;;;0,000145001;0,000752491;;;0,0000849319;;;;;0,0000731303;;;;0,000374811;;0,0000751905;0,0000523087;;;;;0,0000963622;0,000802615;;;0,000633419;;;;0,000176082;0,000105477;0,0000829236;;;;0,0000597959;;0,000158532;0,000145872;;0,0000867037;0,000334805;;;;0,0000598824;;;;;;;;;0,00075405;0,000110043;;;0,000523971;;;;;;;;;;0,0000481873;;0,001195764;0,000527654;;0,000357497;;;0,000143962;0,0000957225;;0,000626127;0,000144038;;0,0000508942;0,0000535079;;0,0000541749;0,000107671;;;0,000362805;0,0000713627;0,0000706675;;0,000118934;0,000140059;;;;0,0000572615;0,0000478808;;0,000248711;;;;;;0,0000644142;0,0000650984;;0,0000585286;;;;;;;;0,000300288;;0,001038428;;0,000312037;0,000212459;0,000131417;;0,000112724;;0,000071014;0,0000788245;;0,000100707;;;;;0,000591026;0,00023618;;;0,0000691781;0,000053161;;;;;0,000220387;0,001121671;;0,000482081;;0,000764518;;;;;0,000191205;;;;0,000085638;0,0000471279;;;;0,0000571784;;0,000217736;;0,000123332;;;0,000407561;;0,000121877;0,000159512;0,000146091;;;;;0,000799908;;;0,000109203;0,0000865258;0,0000895151;0,000497769;;;;;;;0,000213132;0,000179968;0,0000596518;;;0,000626043;;0,000150632;;0,0000517314;;0,0000448918;;0,000267841;;;0,0000477137;;;0,0000858967;0,0000924071;0,000188424;0,0000475815;;;;;;;0,0000489979;;0,000105214;;;;;;0,0000692321;0,0000861952;;;;;;;S;S;NS;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;
V186;Dog;b;;;;;;;0,0000747625;;;;0,0000712763;;;0,000436754;;0,000135506;0,000155535;;;;0,0000684903;;;;0,0000675812;;;;;;;;;0,0000772132;;;;0,000062114;;0,0000549959;;;;;0,0000506426;;;0,000149599;;0,0000531017;0,000109462;;0,000169902;;0,000079591;;;;0,0000536798;;;;;;0,0000529812;;0,0000552557;0,000180641;0,000526037;;0,000163509;;0,0000681162;;0,0000512785;;;0,00017374;;;0,000468643;;0,0000655975;;0,0000534478;;;;0,0000755073;0,00057962;;0,00045384;0,000480161;;0,000256664;;0,000233619;0,000127351;;;;0,0000573855;;0,0000902838;;0,000143361;;0,0000813617;;0,000265753;;0,0000826254;0,0000539952;;;;0,0000497076;;;0,0000490737;;0,000552212;;0,0000850204;0,0000659721;0,000512642;;;;;;;;;;;;0,000943866;;0,000288993;0,000420392;0,000387345;;;0,0000854369;;0,000799624;0,000137938;;;0,0000609391;;0,0000619644;0,00014314;0,000124611;;0,000367429;;0,0000797436;0,000105726;0,00027258;0,000239036;;;0,0000507765;0,000155737;;0,0000563106;0,000280135;;;0,000156367;;;0,0000846231;0,0000654473;0,0000575083;;;;;0,0000850043;;;;;0,000301524;;0,000785427;;;0,0000906965;;;0,0000707196;;0,0000797221;;;0,000268757;;0,0000692662;0,0000806921;;0,000513626;0,000125885;0,0000885213;0,0000493819;;0,0000697574;;;;0,00018616;0,000846948;;0,000584306;;0,000625049;;0,000310537;;;0,000208464;;;;0,0000844551;;;;0,000121432;;;;;;;0,0000584767;;0,000350542;;0,000244255;0,000185242;;;;0,0000689442;0,000636813;;;0,0000886728;;0,0000708217;0,000514186;;0,0000603265;;;;;0,000275757;0,000295827;0,0000726179;0,000052604;;0,000837945;;0,00014375;0,000127539;0,0000575868;;0,0000520503;;0,000258918;;;;;0,0000708419;0,000201793;0,000172864;0,000227412;;;;;0,0000570064;;;0,0000522667;;0,0000870372;;;;;;0,000108399;0,000113252;;;;;;;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
V188;Dog;b;0,0000440964;0,0000503138;;0,0000477022;;;0,0000698864;;;0,0000485728;0,0000574403;0,0000483969;;0,000503577;0,000185031;;0,000150348;0,000154164;;;0,0000776257;;;0,0000475247;0,0000555926;;;;0,0000521623;;0,0000465125;0,0000478099;;;;;;;0,0000465093;0,0000466559;;0,0000397802;0,0000415095;0,0000446735;0,0000462441;;;0,000150936;;;0,000147361;0,0000647316;0,000138791;;0,000047276;;0,0000597228;0,0000446941;;0,0000457799;;0,000039713;0,0000402093;;;;;0,0000988206;0,000603712;0,000105136;;0,0000613155;;;;;0,0000992335;;;;0,000298729;;0,0000452767;0,0000410646;;0,000047947;0,000039181;;0,0000764961;;0,000691109;;0,000606648;;0,000698886;;0,000198237;;;;;;0,000065188;;0,000150357;;;0,0000845342;;;;;;;0,0000398772;;;;;0,0000410477;0,0000492314;0,000624015;;0,0000669995;;0,000493606;;;;0,0000466804;0.04224;;;;0,0000422277;;0,0000503635;0,001287764;;0,000370279;0,000293714;;;0,000137161;0,0000825076;;0,000487523;0,0000899693;;;0,0000453076;;0,0000482512;0,0000719785;;;0,000332039;0,000062694;0,0000678627;;0,000125026;0,000101851;;;0,0000496876;0,000268225;0,000080187;;0,000218985;;;;;0,000073555;;0,0000426477;;0,0000734282;;;;0,0000513892;;0,0000488517;;0,000253762;;0,001070723;;0,000308142;;;;0,000114236;;0,0000581919;0,0000603885;;0,000165138;;;;;0,000621823;;;;;;;;;;0,000124066;;0,001070671;;;0,000941015;;0,001176581;0,000486097;;0,000288546;;;0,0000876155;;0.04773;;;;;;0,000258823;;0,000086136;;0,000101697;;;;0,000161118;0,000110491;;;;;0,000860938;;;0,0000879221;0,000073436;;0,000581018;;;0,0000447149;;;;0,000221632;0,000196308;0,0000539645;0,0000419098;;0,000643555;;0,000107066;;0,0000464083;;0,0000401732;;0,000289466;;;0,0000528975;;;0,000105059;0,0000910801;0,000186875;0,0000448124;;;;;;;0,0000422877;;0,0000478355;;;0,0000393835;;;0,0000668645;0,0000756206;0,000039491;;;;;;S;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;
V195;Bovine;b;;;;;;;0,0000547121;;;;0,0000461873;;;0,000394916;;0,000115687;;0,000114173;;;;0,0000500796;;;;0,0000497045;;;;;;;;0,0000511601;;;;;;;;;;;;;;0,000106924;;;0,0000820996;0,000046907;0,0000979185;0,0000672386;;0,0000617172;;;;;;;;;;;;0,000198882;0,000447072;0,0000916415;0,000100971;;0,0000456355;;;0,0000708764;;0,0000943311;;;0,000350514;;;;;;;;;0,000642424;;;0,000497319;;0,00040831;;0,000164941;0,0000827304;;;;0,000049734;;0,0000522303;;0,0000621655;;;;0,000164569;;0,000049857;0,0000648442;;;;0,0000527585;;;;;0,000593564;;;;0,000399477;;0,0000661006;;;;0,0000485096;;;;;;0,001161965;;;0,000333327;;0,000313456;0,000109397;0,0000610388;0,0000542231;0,000667169;0,0000864586;0,0000776476;;;;0,0000728349;0,000120075;0,000290881;;0,000451172;;0,0000842208;0,000101629;0,000205843;0,000163287;;0,0000427358;;0,00019473;;;0,000160399;;;0,0000716019;;;;;;;;;;0,0000959216;;;;;0,000433637;;0,000865161;;;0,0000733969;;;0,000066414;;0,0000989273;;;0,000176819;;;;;0,000569299;;;;;;;;;0,000168571;0,001224027;;0,00055039;;0,000815499;;0,000742417;;;0,000195484;;0,0000748741;;0,0000877313;;;;0,0000837957;0,0000621555;;;;;;;;0,000295994;;0,000224604;0,000531252;;;0,0000626713;0,0000692022;0,00078243;0,000173578;0,000134285;0,000175805;;0,000135137;0,000497848;;;0,0000398341;;;;0,000185108;0,000215816;0,0000420306;;;0,000837719;0,000172849;0,0000950849;;;;0,0000852375;;0,000345011;0,0000872173;;0,0000558032;0,0000534685;0,0000887395;0,000173223;0,000134346;0,000156095;;;;;0,0000803273;;;0,0000781761;;0,0000735746;;;;;0,0000425146;0,000146626;0,00038141;;;;;0,0000813529;0,0000675051;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;
