Feature,Logistic Regression,Ridge,Lasso,Decision Tree,Knn,Random Forest
Best_maldi_46_all_features_MinMax,1.0,0.9236561899243083,0.9043754192072082,0.8709677419354839,0.9032258064516129,0.9032258064516129
Best_maldi_46_all_features_SS,1.0,0.9154421206220802,0.834546414617226,0.9032258064516129,0.9354838709677419,0.9354838709677419
Best_maldi_306_all_features_MinMax,0.7741935483870968,-889.7453048435204,0.7612897200280199,0.9354838709677419,0.8064516129032258,1.0
Best_maldi_306_all_features_SS,0.7741935483870968,-670.5389537335706,0.9399404789645118,0.9354838709677419,0.967741935483871,1.0
Best_maldi_46_pca_MinMax,1.0,0.9413784397096662,0.9368326457210518,0.9032258064516129,0.9354838709677419,0.967741935483871
Best_maldi_46_pca_SS,1.0,0.9413729395085889,0.7712114857936689,0.8709677419354839,0.967741935483871,0.9354838709677419
Best_maldi_306_pca_MinMax,0.7741935483870968,-576.0638352599108,-163.2800843036741,0.7096774193548387,0.7741935483870968,0.7419354838709677
Best_maldi_306_pca_SS,0.8064516129032258,-753.6261489824043,-145.13960604146922,0.7096774193548387,0.6774193548387096,0.7419354838709677
