Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Best_maldi_46_all_features,0.8949999999999999,0.9106666666666665,0.9273333333333333,0.9673333333333334
Best_maldi_306_all_features,0.5126666666666666,0.9513333333333334,0.9516666666666665,1.0
Best_maldi_46_pca,0.8949999999999999,0.9349999999999999,0.9276666666666668,0.9596666666666668
Best_maldi_306_pca,0.5206666666666666,0.9513333333333334,0.9596666666666666,1.0
