Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Best_maldi_46_all_features,0.9354838709677419,0.8709677419354839,0.9032258064516129,0.967741935483871
Best_maldi_306_all_features,0.5806451612903226,0.967741935483871,0.9354838709677419,1.0
Best_maldi_46_pca,0.9354838709677419,0.9354838709677419,0.9354838709677419,0.967741935483871
Best_maldi_306_pca,0.5806451612903226,0.9354838709677419,1.0,1.0
