Target,Dataframe,Model,Accuracy,St. Dev.,Precision,Recall,F1-Score,Bal. Accuracy,Silhouette,Calinski,Davies
subspecies,maldi,K-means,0.38311688311688313,0.0,0.5986310986310986,0.38311688311688313,0.23576662988427693,0.3544374563242488,0.9571628101593519,645.6562802978473,0.2548898110173509
subspecies,animals,K-means,0.7662337662337663,0.0,0.7998230323597969,0.7662337662337663,0.7700918675433026,0.7687905560547069,0.8460005322322385,615.7372429998604,0.33544027736607446
subspecies,agg,K-means,0.8116883116883117,0.0,0.8242030366727704,0.8116883116883117,0.809351152506555,0.8075471698113207,0.7929726184612378,767.0249934483796,0.3414305813595874
