Target,Dataframe,Model,Accuracy,St. Dev.,Precision,Recall,F1-Score,Bal. Accuracy,Silhouette,Calinski,Davies
subspecies,maldi,K-means,0.35542168674698793,0.0,0.5819277108433735,0.35542168674698793,0.2088433097469242,0.3515151515151515,0.9606682340362113,701.7033802932852,0.2538288030928401
subspecies,animals,K-means,0.7710843373493976,0.0,0.7969748014928737,0.7710843373493976,0.7722089227302245,0.7706709956709957,0.8222846087076117,535.2078505079604,0.3552393354177105
subspecies,agg,K-means,0.8192771084337349,0.0,0.8292996168839283,0.8192771084337349,0.8155600079727697,0.8181818181818182,0.7627574699084413,693.4418718775622,0.36471217595260813
