Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Maldi (46 feat),0.3548387096774194,0.9354838709677419,0.9032258064516129,1.0
Maldi with PCA,0.3548387096774194,0.6774193548387096,0.9354838709677419,0.7741935483870968
Maldi with PCA2,0.3548387096774194,0.5161290322580645,0.5806451612903226,0.4838709677419355
Maldi with 10 features,0.3548387096774194,0.967741935483871,0.967741935483871,0.967741935483871
