ID Strain;Year;Region;Animal species of origin;Organ of origin;ST;Species;Putative Subspecies;LANCEFIELD GROUP;Haemolysis;2223,140967;2241,073989;2262,75751;2679,802856;2978,296408;3159,441237;3354,28405;3364,608472;3397,909861;3418,174965;3443,92179;3952,786854;4091,36986;4451,322399;4475,014345;4490,070134;4515,266689;4539,794508;4744,086475;5052,231151;5362,981449;5914,103743;5959,116466;6312,288749;6326,214406;6710,341788;6730,906818;6768,620734;6797,381802;6838,493584;6889,619768;6942,146487;7386,929024;7525,518221;7905,893368;8182,839667;9030,351844;9073,208159;9487,183195;10103,20284;10400,80576;10491,16654;10930,54833;13276,73249;14943,03835;15048,89449;Eritromicina;Ceftiofur;Tetraciclina;Gentamicina;Penicillina;Ampicillina;Sulfametossazolo_trimethoprim;Clindamicina;Enrofloxacin;aad(6);ANT(6)-Ia;APH(2'')-IIIa;APH(3')-IIIa;catS;dfrF;E. faecalis chloramphenicol acetyltransferase;Erm(47);ErmB;fexA;L._reuteri cat-TC;lmrP;lnuC;lnuD;lsaC;lsaE;mefE;optrA;poxtA;SAT-4;tet(40);tet(L);tetM;tetO;tetS;tetT;vatE;fbp54;gbs0630;gbs0631;gbs0632;hasC;lmb;mf2;mf3;scpA;sda;ska;slo;smeZ;spec;speg;spek;spel;spem
V532;2020;Abruzzo;Swine;Brain;ST620;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;A;b;0,000502279;0,00019316;0,000162634;0,000209938;0,000651612;0,000346825;0,000199738;0,000838514;0,000685215;0,000304837;0,000148317;0,000734804;0,000650944;0,00130861;0,000461855;0,000356796;0,000359079;0,000370158;0,00065217;0,000519583;0,000407459;0,000258078;0,001130344;9,5694E-05;0,000507949;0,000459858;0,001267238;0,000520668;0,000994064;0,000422687;0,000191874;0,000303234;0,000473577;0,000249515;0,000926602;0,000711943;0,000234352;0,00029011;0,00077816;0,00043166;0,000209204;0,000161671;0,000223613;5,43607E-05;0,000105741;0,000191256;S;S;NS;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
V534;2020;Umbria;Swine;Heart;ST634;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000332278;0,000105612;0,000107623;0,000219927;0,000465107;0,000323735;0,000110042;0,000300338;0,000519956;0,000542284;0,000408516;0,00059813;0,000449587;0,000978861;0,000258311;0,000262809;0,000262223;0,000212368;0,000631797;0,000159476;0,000483273;0,000159834;0,000862966;8,64805E-05;0,000468148;0,00013301;0,000425082;0,000375044;0,000938562;0,000919041;0,000564534;0,000442011;0,000295141;0,000356761;0,000764792;0,000513363;0,000163826;0,00019255;0,000731986;8,80144E-05;0,000148787;0,000118025;0,000174001;5,60547E-05;8,31502E-05;0,000260687;NS;S;NS;NS;S;S;S;NS;NS;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V535;2020;Puglia;Bovine;Milk;ST697;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000328636;0,000140017;9,31492E-05;6,01749E-05;0,000424096;0,000231798;0,000171074;0,000738092;0,000479186;0,000336935;0,000510771;0,000495258;0,000461633;0,001121953;0,000528546;0,000317846;0,000384347;0,000339;0,000681278;0,000295994;0,000142042;0,000189138;0,000935615;0,000600418;0,000130811;0,000533353;0,001451301;0,000587813;0,000873957;0,000570523;0,001113436;0,00041376;4,18791E-05;0,000123363;0,000772089;0,000629671;0,000275506;0,000294791;0,00095116;0,000287758;0,000235764;0,000188976;0,000233406;6,08633E-05;9,56716E-05;9,32593E-05;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V536;2020;Umbria;Swine;Heart;ST580;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;A;b;0,000389217;0,000117778;0,000176943;0,000107813;0,000553473;0,000297348;0,000106017;0,000275895;0,000805074;0,000325839;0,00054061;0,000561093;0,000380464;0,001101879;0,000687233;0,000344978;0,000319716;0,000277962;0,000566803;0,000147948;0,000237328;0,000250924;0,000984926;8,22057E-05;0,00043773;0,000150219;0,000432809;0,000591723;0,001432016;0,000660721;0,000918147;0,000397814;0,000384073;0,000383182;0,000708857;0,000423796;0,000134312;0,000165625;0,000693851;7,12742E-05;0,000120927;0,000108093;0,000151568;5,63883E-05;0,000104772;0,000297537;NS;S;NS;NS;S;S;S;NS;NS;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V538;2020;NA;Dog;Muscle;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000527871;0,000101992;0,000108758;8,55732E-05;0,000693631;0,000311753;0,000408315;0,000179739;0,000416829;0,000465148;0,000106451;0,000598867;0,000230631;0,00155077;0,000420708;0,000394654;0,000606078;0,000416927;0,00029716;0,000239935;0,000224204;0,000139634;0,00126552;0,000137455;0,000615709;0,000783705;0,000288546;0,000306442;0,000680705;0,000880043;0,000241549;0,000140253;4,2963E-05;0,000955569;0,000772709;0,000303643;8,50073E-05;7,5067E-05;0,000365003;0,000134247;4,81424E-05;4,55532E-05;8,03767E-05;3,2762E-05;0,000165712;0,00066356;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V539;2020;NA;Dog;Pus;ST20;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000462104;0,000186939;0,000127775;0,000167969;0,000613041;0,000309622;0,000197347;0,000800047;0,00056097;0,000666266;0,000197366;0,000706711;0,000417123;0,001270687;0,000705653;0,000381341;0,000342472;0,000224498;0,00045612;0,000309442;0,000350654;0,000458957;0,001079931;0,000620134;0,000123879;0,000472116;0,001328633;0,00055228;0,000874034;0,001168638;0,000389817;0,000247236;0,000361084;0,000444798;0,000882686;0,00047106;0,00013498;0,000126952;0,000552009;0,000234754;7,53891E-05;6,45835E-05;0,000113283;1,85381E-05;8,85906E-05;0,000339741;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0
V541;2020;NA;Dog;Joint;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000474053;9,57984E-05;0,000101989;4,93016E-05;0,00060289;0,000261102;0,000573276;0,000245983;0,000444032;0,000412285;0,000109831;0,000627771;0,000259714;0,001504382;0,00037792;0,000384786;0,000623755;0,000598846;0,00036247;0,000292624;0,000129397;0,000129267;0,00121749;0,00011111;0,000547483;0,001155528;0,000420519;0,000411189;0,000767026;0,000821756;0,000236061;0,000133195;5,68673E-05;0,000911726;0,000849576;0,000328863;0,000102397;0,000102962;0,000478757;0,000194999;6,67592E-05;5,59604E-05;9,75329E-05;4,80368E-05;0,00016063;0,000661143;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V542;2020;NA;Dog;Urine;ST15;Streptococcus_canis;Streptococcus canis;G;b;0,000344776;0,000104106;9,79417E-05;0,000157855;0,000569441;0,000336183;0,000723784;0,000416117;0,000485668;0,000188878;0,000102935;0,000753118;0,000456548;0,001082704;0,000311262;0,000282648;0,000427142;0,000326612;0,000111574;0,000384419;0,000361283;0,000725298;0,001094314;0,00015991;0,000730131;0,001349791;0,000635034;0,000477007;0,000774192;0,000309209;0,000132602;0,000140878;0,000363881;0,000648823;0,000972981;0,000525435;0,000189913;0,000172182;9,36885E-05;0,000284421;0,000103872;9,21218E-05;0,000146826;6,55603E-05;0,00012844;0,00049191;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V543;2020;NA;Dog;Joint;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,00040195;9,7331E-05;9,63515E-05;0,000271567;0,000552363;0,000272925;0,000764082;0,000336487;0,00045499;0,000487254;0,00015139;0,000559659;0,000297802;0,001294858;0,000323939;0,000345632;0,000586895;0,00053671;0,000375106;0,000247164;0,000608483;0,000119184;0,001098473;0,000117269;0,000567299;0,001473571;0,000565179;0,000548227;0,000797971;0,000948534;0,000307686;0,00019172;0,000349827;0,000654542;0,000768958;0,000376432;0,000150702;0,000142377;0,000491648;0,00018114;9,70453E-05;9,22212E-05;0,000132738;4,26185E-05;0,000129942;0,000497124;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V544;2020;NA;Dog;Tonsil;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000430661;9,31049E-05;0,00010265;7,68388E-05;0,000579744;0,000330288;0,000416897;0,000195457;0,000477626;0,000673537;0,000162139;0,00061907;0,000284551;0,001330564;0,000377001;0,000365762;0,000476556;0,000342973;0,000364728;0,000286982;0,000215329;0,000135408;0,00112407;0,000139432;0,000662684;0,000811287;0,000314604;0,000359613;0,000800542;0,001251593;0,000375183;0,000187939;3,59398E-05;0,000860396;0,000821772;0,00035571;0,000109251;3,52653E-05;0,000454523;0,000180854;6,40374E-05;5,68301E-05;0,000114575;4,13593E-05;0,000147265;0,000610654;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V545;2020;NA;Dog;Peritoneum;ST94;Streptococcus_canis;Streptococcus canis;G;b;0,000390933;0,000134907;0,00012341;0,000116268;0,000525305;0,000252853;0,0011605;0,000509376;0,000486034;0,000546658;0,000178864;0,0005659;0,000248348;0,001049536;0,000288531;0,000288239;0,000653756;0,000883512;0,000299633;0,000290062;0,000261336;7,91387E-05;0,000906002;8,23358E-05;0,00043777;0,001852982;0,000721615;0,000637654;0,000738491;0,000913271;0,000310449;0,000176022;0,000404188;0,000755438;0,000686029;0,000290209;9,12076E-05;8,59952E-05;0,000361623;0,00017603;5,07624E-05;4,6777E-05;9,07121E-05;3,51654E-05;0,000119162;0,000504704;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V56;2005;Umbria;Swine;Spleen;ST258;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000594712;0,000278536;0,000183403;0,000122698;0,000156454;0,000295758;0,000246763;0,000883217;0,000642113;0,000310267;0,00022145;0,000625427;0,00057081;0,001226234;0,000320241;0,000400393;0,000392898;0,000315674;0,000442483;0,000162806;0,0001959;0,000904285;0,000336949;8,25094E-05;0,000426262;0,000425407;0,001216286;0,000561013;0,000829562;0,000444525;0,000264293;0,00034611;0,000167265;0,000191928;0,000715263;0,000567675;0,000242222;0,000223283;0,000476298;7,54809E-05;0,000155678;0,000135829;0,000209556;7,85209E-05;8,72149E-05;0,000123076;S;S;NS;NS;S;S;NS;NS;NS;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V568;2020;Lazio;Bovine;Milk;ST460;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000333111;0,000152284;0,000113467;5,19995E-05;0,000441427;0,000263191;0,000175065;0,000734607;0,000480965;0,000333746;0,00053247;0,000515415;0,000487973;0,001103804;0,000518414;0,000316705;0,000373396;0,000343327;0,000728313;0,000322323;0,000117984;0,000182009;0,000914234;0,000630289;0,000132127;0,000488671;0,001353333;0,00053961;0,000837638;0,000536161;0,001095108;0,000389387;3,96175E-05;0,000126478;0,000753131;0,000618663;0,000285099;0,000307086;0,000972883;0,000294489;0,000263438;0,000219271;0,000239228;8,27335E-05;0,000116772;9,61615E-05;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V569;2020;NA;Dog;Ear;ST5;Streptococcus_canis;Streptococcus canis;G;b;0,000503;0,000193934;0,000163461;6,39631E-05;0,000747304;0,000400522;0,001490901;0,000652013;0,000616751;0,00024844;0,000165576;0,000828663;0,000281491;0,001182058;0,000272248;0,000338125;0,000235058;0,000149127;0,000577773;0,000333242;0,000103262;0,000213787;0,001128755;0,00010292;0,000535589;0,002070399;0,000793685;0,000681174;0,000787061;0,000347565;0,000212228;0,000156434;0,000153857;0,000677669;0,00088405;0,00028133;7,60775E-05;7,24865E-05;0,000590787;0,000182032;4,19217E-05;3,39913E-05;5,83345E-05;6,31506E-05;8,56881E-05;0,000404301;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V570;2020;NA;Dog;Skin;ST93;Streptococcus_canis;Streptococcus canis;G;b;0,000548671;0,000134959;0,000164656;8,35955E-05;0,000779398;0,000403068;0,000621108;0,000370332;0,00068211;0,000202731;0,000108426;0,000842766;0,000476951;0,001405623;0,000442325;0,000373601;0,000416677;0,000244434;0,00043934;0,000397645;0,000174024;0,000174321;0,001297443;0,000155183;0,000685651;0,001052539;0,000512037;0,000431881;0,00094574;0,000300401;0,000133201;0,000157627;0,000468896;0,000588008;0,000999081;0,00051681;0,000181976;0,000151888;0,000505891;0,000272541;8,03185E-05;7,23028E-05;0,000126438;4,74653E-05;0,000110821;0,00040649;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V571;2020;Calabria;Bovine;Milk;ST454;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,00047256;0,000262908;0,000157942;0,000324041;0,000578808;0,000291871;0,000259987;0,001009332;0,000605986;0,000430952;0,000642395;0,000672823;0,000497922;0,001098396;0,000358866;0,000301461;0,000373346;0,000361129;0,00075707;0,000362442;0,000563003;0,000174043;0,000908152;0,000502314;9,26126E-05;0,000535513;0,001425075;0,000569091;0,000822154;0,000495457;0,000949257;0,000376783;1,32304E-05;0,000129763;0,000783169;0,000518342;0,000243082;0,000269574;0,00079198;0,000267522;0,000241479;0,000189225;0,000194034;6,20835E-05;0,000100059;0,00010214;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V572;2020;Umbria;Bovine;Milk;ST460;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000518195;0,000217079;0,000169339;6,05968E-05;0,000654733;0,000334562;0,000202969;0,000852476;0,000656692;0,00039412;0,000533014;0,000667756;0,000631409;0,001320991;0,000365867;0,000350754;0,000437522;0,000367324;0,000673268;0,000328353;0,000120605;0,000221001;0,001084932;0,000634519;0,000119521;0,000456712;0,001232893;0,000522064;0,00092709;0,00052898;0,000846142;0,000354494;1,96972E-05;0,000113927;0,000814026;0,000665338;0,000308242;0,000284735;0,000728195;0,000251138;0,000252861;0,000206245;0,000257844;5,54806E-05;0,000103548;8,55657E-05;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V573;2020;Puglia;Bovine;Milk;ST305;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000474187;0,000255548;0,000162247;0,000202564;9,74154E-05;0,000260268;0,00026414;0,001072165;0,000670339;0,000398444;0,000489871;0,000608521;0,000453571;0,00122815;0,000478057;0,000367987;0,000397457;0,000330065;0,000541646;0,000261835;0,000407793;0,000978986;0,00021092;0,000538743;0,000115632;0,000652458;0,001735788;0,00074803;0,001005156;0,000561982;0,000855405;0,000404156;2,80509E-05;0,000117482;0,00078827;0,000527969;0,000246283;0,000237091;0,000654655;0,000222263;0,000187284;0,000161526;0,000219298;4,5297E-05;8,42039E-05;7,98719E-05;NS;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
V574;2020;Umbria;Swine;Lung;ST634;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000451271;0,000137775;0,00016708;0,000187205;0,000605304;0,00032304;0,000121483;0,000335268;0,000726073;0,000701464;0,000398488;0,000685643;0,000439477;0,001143914;0,000300819;0,000324567;0,0002973;0,000233011;0,000553635;0,000161407;0,000352847;0,000185545;0,000996239;8,51673E-05;0,000434954;0,000142318;0,000429128;0,000442009;0,001144482;0,000917054;0,000563731;0,000422897;0,000207569;0,000323293;0,000791528;0,000453979;0,000151906;0,000180271;0,000599254;7,91906E-05;0,000136564;0,000120573;0,000161074;4,84952E-05;8,649E-05;0,000234218;NS;S;NS;NS;S;S;S;NS;NS;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V575;2020;Lazio;Bovine;Milk;ST533;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000407263;0,000233304;0,000125323;0,000230223;0,000532284;0,00027957;0,000238001;0,000973156;0,000563311;0,000315391;0,000686123;0,000606931;0,000496364;0,001076259;0,000467963;0,000345256;0,000323481;0,000336218;0,000860856;0,000376029;0,000434835;0,000178174;0,000904074;0,000526279;0,000104653;0,000543841;0,00149614;0,000580438;0,000807898;0,000474693;0,001102937;0,000389617;4,40377E-05;0,000161022;0,000736033;0,000536779;0,000176316;0,000248234;0,000936028;0,000295772;0,000201163;0,000161832;0,000185997;6,41478E-05;9,49848E-05;0,000106215;S;S;NS;NS;S;S;S;NS;S;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V576;2020;Lazio;Bovine;Milk;ST453;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000421294;0,000248561;0,000150568;0,000175229;0,000521003;0,000278137;0,000264041;0,001064432;0,000620534;0,00038275;0,000584473;0,000579804;0,00052932;0,001109794;0,0004098;0,000301341;0,000393998;0,000348547;0,000788997;0,000327048;0,000335648;0,000178456;0,000922644;0,000556391;0,000105486;0,000630329;0,001699901;0,000662055;0,000901966;0,000462252;0,000975177;0,000394916;2,60477E-05;0,000123473;0,000732945;0,000584225;0,000262033;0,000270932;0,000880316;0,000251999;0,000222101;0,000181763;3,58483E-05;5,91615E-05;9,51233E-05;8,04379E-05;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V577;2020;Lombardia;Bovine;Milk;ST696;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000412474;0,000200871;0,000154645;5,8891E-05;0,00054826;0,000314598;0,000206899;0,000890409;0,000596279;0,000383907;0,00061827;0,000633819;0,000583949;0,00109803;0,000420818;0,000307054;0,000403013;0,000363085;0,000846891;0,000355716;0,000108799;0,000183794;0,000934717;0,000599669;0,000122151;0,000470141;0,001329371;0,000527172;0,000845492;0,000518609;0,000995194;0,000364374;3,74351E-05;0,000134875;0,000776093;0,000613749;0,000271769;0,000283357;0,000949047;0,000277303;0,000258281;0,0001905;0,000240415;6,21839E-05;0,00010517;8,7739E-05;NS;S;NS;S;S;S;S;NS;NS;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V581;2020;Lombardia;Goat;Pus;ST454;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000607734;0,000316803;0,000161217;0,000227728;0,000635247;0,000327191;0,000299167;0,001230247;0,000649206;0,000471528;0,000528496;0,00062736;0,000581274;0,001481301;0,000411213;0,000364114;0,000472859;0,000276983;0,000589576;0,000294959;0,000403105;0,000211533;0,001049915;0,000601807;0,00012816;0,000664778;0,001786006;0,000666602;0,000926588;0,000541349;0,000848457;0,000358735;1,71505E-05;4,45982E-05;0,000741349;0,000602232;0,000308432;0,000232811;0,000606345;0,000228044;0,000140786;0,000166819;0,000291506;4,68732E-05;7,97742E-05;4,20826E-05;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
V596;2020;Umbria;Swine;Heart;ST695;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000648072;0,000190305;0,000161667;0,000156056;9,78383E-05;0,000353814;0,000107637;0,000434954;0,000624743;0,000439447;0,000168219;0,000622749;0,000547517;0,001637665;0,000369299;0,000418451;0,00039535;0,000269155;0,000717827;0,00015958;0,000302375;0,001032496;0,000229542;7,56469E-05;0,000459928;0,000138123;0,00060823;0,000308639;0,000953796;0,000560622;0,000259353;0,00026203;0,000315392;0,000529611;0,000727444;0,000560066;0,000218756;0,000203501;0,000746475;6,21198E-05;0,000112274;0,000148717;0,000276314;7,10592E-05;0,000111287;0,000338963;NS;S;NS;NS;S;S;S;NS;S;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V597;2020;Toscana;Swine;Lung;ST705;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000605777;0,000179645;0,000148604;0,000125463;0,000105727;0,000407445;0,000118226;0,000462975;0,000648372;0,000488943;0,000254062;0,000642258;0,00060566;0,001549609;0,00037981;0,000401458;0,000434358;0,000288331;0,00077067;0,000125119;0,000191976;0,001038494;0,000225695;9,60538E-05;0,000536196;0,000154351;0,000615564;0,000335735;0,000978972;0,000658215;0,000338575;0,000334443;0,000359934;0,000337212;0,000731956;0,000611272;0,000268195;0,000223835;0,000797915;6,34373E-05;0,000114294;0,000152737;0,000320705;5,29315E-05;9,88961E-05;0,000232666;NS;S;NS;NS;S;S;S;NS;S;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V598;2021;NA;Donkey;Intestine;ST694;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000856295;0,000263042;0,000136087;7,29787E-05;0,000661336;8,12227E-05;0,000260401;0,001077458;0,000490861;0,000154932;0,000100148;0,000643294;0,000206373;0,002200066;0,000771884;0,000563363;0,00044924;0,000213383;0,000241236;0,000146753;0,000100734;0,000246458;0,001233461;0,000381206;6,90725E-05;0,000669165;0,001855283;0,000673401;0,000814681;0,0002989;0,000182043;0,000122272;0,000148894;0,000674401;0,000835781;0,000211414;6,31401E-05;4,62336E-05;0,000227513;8,99216E-05;4,20749E-05;3,98152E-05;8,20293E-05;2,40933E-05;9,90558E-05;0,000450212;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
V6;ante 2004;NA;Swine;Lung;ST648;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;a;0,000580296;0,000203067;0,000233789;0,000142274;0,000172442;0,000194179;9,04107E-05;0,000278379;0,00079457;0,000315947;0,000149179;0,00053973;0,000473125;0,001148977;0,00031639;0,000357646;0,000375838;0,000339196;0,000608971;0,0001458;0,000218846;0,000678073;0,000165701;0,000482759;0,000104247;9,65247E-05;0,000407187;0,00038059;0,001135727;0,000405086;0,000210697;0,00024733;0,00026223;5,96382E-05;0,000598298;0,000456513;0,000203988;0,000219856;0,000599458;6,34412E-05;0,000122284;0,000124755;0,000208362;5,97251E-05;5,99627E-05;3,29958E-05;NS;S;NS;S;S;S;S;NS;S;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V632;2021;Lombardia;Bovine;Milk;ST693;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000591784;0,000258882;0,000159243;8,50143E-05;0,000623713;0,000417401;0,000266819;0,001026831;0,000617731;0,000244685;0,000561049;0,000801149;0,000570105;0,001443736;0,000384187;0,00036412;0,000416289;0,000236456;0,000929405;0,000335509;9,65986E-05;0,000201201;0,001007495;0,000740094;0,00014199;0,000550271;0,001523116;0,000568831;0,000851282;0,00035629;0,000885385;0,000285265;2,03991E-05;9,51521E-05;0,000918843;0,000582679;0,000270707;0,000186561;0,000969756;0,00025262;9,47962E-05;0,000101512;4,7869E-05;5,51667E-05;7,04241E-05;6,46068E-05;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V634;2021;Marche;Bovine;Milk;ST298;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000791221;0,000355743;0,000181164;0,000201307;0,000737045;0,00016029;0,000333217;0,001307385;0,000700591;0,000469585;0,000454246;0,000566237;0,0005401;0,001774105;0,000505007;0,000460596;0,000485704;0,000264521;0,000515609;0,000209087;0,000357628;0,000259767;0,001200447;0,000567526;0,00010193;0,000729912;0,001800714;0,000729978;0,000991361;0,000617076;0,000728755;0,000316828;2,45673E-05;6,21846E-05;0,000695261;0,000570907;0,00028023;0,000190713;0,000531264;0,000174688;0,000104744;0,00013057;0,000270729;3,36774E-05;7,04005E-05;4,21365E-05;S;S;NS;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
