Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Maldi (46 feat),0.935483870967742,0.935483870967742,0.935483870967742,0.935483870967742
Maldi with PCA,0.967741935483871,0.935483870967742,0.967741935483871,0.967741935483871
Maldi with PCA2,0.967741935483871,1,1,1
Maldi with 10 features,0.967741935483871,0.935483870967742,0.967741935483871,0.935483870967742
