Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Maldi (46 feat),0.967741935483871,0.9354838709677419,0.9354838709677419,0.9354838709677419
Maldi with PCA,1.0,0.9032258064516129,0.967741935483871,0.9354838709677419
Maldi with PCA2,0.9032258064516129,0.967741935483871,0.9354838709677419,0.9032258064516129
Maldi with 10 features,0.967741935483871,0.9354838709677419,0.967741935483871,0.9354838709677419
