Target,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy
ST,LogisticRegression,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,LogisticRegression_Best,0.3,0.08009022689719666,0.2222888888888889,0.3,0.24264365079365077,0.3225806451612903
ST,LogisticRegression_PCA,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,LogisticRegression_Best_PCA,0.25966666666666666,0.09546610800581419,0.158875,0.25966666666666666,0.1883835978835979,0.3225806451612903
ST,Ridge,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,Ridge_Best,0.179,0.05472760830797479,0.04916437728937729,0.179,0.07344029723000312,0.16129032258064516
ST,Ridge_PCA,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,Ridge_Best_PCA,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,DecisionTree,0.2513333333333333,0.043274318789169486,0.23984999999999998,0.2513333333333333,0.23445396825396828,0.3225806451612903
ST,DecisionTree_Best,0.29266666666666674,0.014628738838327786,0.14928650793650794,0.29266666666666674,0.1878989898989899,0.3548387096774194
ST,DecisionTree_PCA,0.12166666666666666,0.06737952211169207,0.12423333333333333,0.12166666666666666,0.1168063492063492,0.0967741935483871
ST,DecisionTree_Best_PCA,0.14733333333333334,0.06832601586836777,0.06304444444444444,0.14733333333333334,0.08502081807081807,0.1935483870967742
ST,K-nn,0.268,0.03937568341558588,0.16032539682539684,0.268,0.19198888888888893,0.3225806451612903
ST,K-nn_Best,0.3566666666666667,0.06882344561751225,0.21384484126984127,0.3566666666666667,0.25146685906685906,0.3548387096774194
ST,K-nn_PCA,0.22766666666666663,0.054299580518125966,0.11238207070707071,0.22766666666666663,0.14495382395382395,0.1935483870967742
ST,K-nn_Best_PCA,0.25966666666666666,0.07262078061944652,0.14662294372294377,0.25966666666666666,0.17714047619047618,0.22580645161290322
ST,RandomForest,0.4063333333333333,0.041718634259098705,0.28830873015873015,0.4063333333333333,0.32288253968253966,0.45161290322580644
ST,RandomForest_Best,0.4143333333333333,0.043532873912838686,0.2995920634920635,0.4143333333333333,0.33640476190476193,0.4838709677419355
ST,RandomForest_PCA,0.21933333333333332,0.0931044813338458,0.14374166666666666,0.21933333333333332,0.1656474747474747,0.25806451612903225
ST,RandomForest_Best_PCA,0.21966666666666668,0.06547603463184917,0.10306923076923077,0.21966666666666668,0.13383141025641027,0.25806451612903225
ST,BernoulliNB,0.39033333333333337,0.02017699460056209,0.26027460317460316,0.39033333333333337,0.29892142857142856,0.41935483870967744
ST,BernoulliNB_Best,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,BernoulliNB_PCA,0.03266666666666666,0.04002221605280969,0.011996296296296297,0.03266666666666666,0.014543859649122807,0.0
ST,BernoulliNB_Best_PCA,0.13,0.015165750888103105,0.01713,0.13,0.03022441160372195,0.12903225806451613
ST,GaussianNB,0.309,0.05436093368505651,0.21161666666666665,0.309,0.23824126984126978,0.3225806451612903
ST,GaussianNB_Best,0.26833333333333337,0.0650469915608025,0.21858333333333335,0.26833333333333337,0.2240325396825397,0.2903225806451613
ST,GaussianNB_PCA,0.016,0.019595917942265423,0.0018095238095238095,0.016,0.0032307692307692306,0.0967741935483871
ST,GaussianNB_Best_PCA,0.03233333333333333,0.016179548132682128,0.01010952380952381,0.03233333333333333,0.014343434343434342,0.0967741935483871
