Target,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy
tetM,LogisticRegression,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,LogisticRegression_Best,0.8293333333333333,0.030305848353815213,0.7130461594202899,0.8293333333333333,0.7667360970677453,0.6774193548387096
tetM,LogisticRegression_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,LogisticRegression_Best_PCA,0.8293333333333333,0.030305848353815213,0.7130461594202899,0.8293333333333333,0.7667360970677453,0.6774193548387096
tetM,Ridge,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,Ridge_Best,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,Ridge_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,Ridge_Best_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,DecisionTree,0.748,0.046802184184548935,0.7259887490465294,0.748,0.7356601537577148,0.7419354838709677
tetM,DecisionTree_Best,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,DecisionTree_PCA,0.7403333333333333,0.08095540610594067,0.7557841920347641,0.7403333333333333,0.7437203158598507,0.7096774193548387
tetM,DecisionTree_Best_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,K-nn,0.8296666666666667,0.028055500550001063,0.7288914646464647,0.8296666666666667,0.7751810959515713,0.7741935483870968
tetM,K-nn_Best,0.8536666666666667,0.01967513941783161,0.7532538888888889,0.8536666666666667,0.791231093544137,0.6774193548387096
tetM,K-nn_PCA,0.806,0.07608182729433122,0.7554290733421168,0.806,0.7740019128158663,0.7096774193548387
tetM,K-nn_Best_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,RandomForest,0.8373333333333333,0.026553928355539255,0.7141661594202898,0.8373333333333333,0.7707940680822379,0.7096774193548387
tetM,RandomForest_Best,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,RandomForest_PCA,0.8373333333333333,0.003265986323710871,0.7144228019323672,0.8373333333333333,0.7707799736495388,0.7096774193548387
tetM,RandomForest_Best_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,BernoulliNB,0.7,0.08495750571772798,0.8321210140621906,0.7,0.7385917858116,0.7096774193548387
tetM,BernoulliNB_Best,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,BernoulliNB_PCA,0.7486666666666666,0.14591245472695072,0.6962856349206349,0.7486666666666666,0.7173002971157796,0.7096774193548387
tetM,BernoulliNB_Best_PCA,0.8456666666666667,0.014892205269125786,0.715373888888889,0.8456666666666667,0.775022397891963,0.7096774193548387
tetM,GaussianNB,0.7816666666666667,0.07191043812348184,0.7885560606060606,0.7816666666666667,0.7825481997677118,0.7419354838709677
tetM,GaussianNB_Best,0.7816666666666667,0.07191043812348184,0.7885560606060606,0.7816666666666667,0.7825481997677118,0.7419354838709677
tetM,GaussianNB_PCA,0.4133333333333333,0.10146154170149616,0.7632175319520521,0.4133333333333333,0.4628557481542289,0.25806451612903225
tetM,GaussianNB_Best_PCA,0.4133333333333333,0.10146154170149616,0.7632175319520521,0.4133333333333333,0.4628557481542289,0.25806451612903225
