Target,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy
ErmB,LogisticRegression,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,LogisticRegression_Best,0.7476666666666667,0.03227658249842722,0.6511683292552857,0.7476666666666667,0.6954260537470974,0.8387096774193549
ErmB,LogisticRegression_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,LogisticRegression_Best_PCA,0.7476666666666667,0.08055088109042909,0.7548810916179338,0.7476666666666667,0.7452360972360971,0.8387096774193549
ErmB,Ridge,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,Ridge_Best,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,Ridge_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,Ridge_Best_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,DecisionTree,0.724,0.03685708133377415,0.7578266253869969,0.724,0.7366560406560406,0.6451612903225806
ErmB,DecisionTree_Best,0.8709999999999999,0.05775042087388724,0.8657525566221217,0.8709999999999999,0.8508800917365864,0.9032258064516129
ErmB,DecisionTree_PCA,0.7883333333333334,0.0490577890519606,0.7816050309451843,0.7883333333333334,0.777127886569747,0.7096774193548387
ErmB,DecisionTree_Best_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,K-nn,0.8380000000000001,0.05568163471418958,0.7953122529644269,0.8380000000000001,0.8062975267626431,0.8709677419354839
ErmB,K-nn_Best,0.8379999999999999,0.049602867300635387,0.8324242424242424,0.8379999999999999,0.8206926406926407,0.8387096774193549
ErmB,K-nn_PCA,0.8216666666666667,0.038958667556498607,0.7840765550239235,0.8216666666666667,0.7861260961260961,0.8709677419354839
ErmB,K-nn_Best_PCA,0.8300000000000001,0.03674234614174765,0.7594506556245687,0.8300000000000001,0.7791596214965473,0.9032258064516129
ErmB,RandomForest,0.8379999999999999,0.04202380277890139,0.815759094706463,0.8379999999999999,0.8113191415630439,0.9032258064516129
ErmB,RandomForest_Best,0.8466666666666667,0.06250333324444916,0.7876969696969697,0.8466666666666667,0.8094516594516594,0.8709677419354839
ErmB,RandomForest_PCA,0.748,0.06028082429577238,0.6748309178743962,0.748,0.7055793818584517,0.8709677419354839
ErmB,RandomForest_Best_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,BernoulliNB,0.8376666666666667,0.023842072989663537,0.8649145084934557,0.8376666666666667,0.8456483071219913,0.8387096774193549
ErmB,BernoulliNB_Best,0.8623333333333333,0.03951933422741046,0.8761871345029238,0.8623333333333333,0.866718357665726,0.8387096774193549
ErmB,BernoulliNB_PCA,0.6583333333333334,0.08366600265340758,0.6741064425770308,0.6583333333333334,0.6566494378259083,0.8064516129032258
ErmB,BernoulliNB_Best_PCA,0.8133333333333335,0.016329931618554516,0.6617777777777778,0.8133333333333335,0.7296969696969696,0.8387096774193549
ErmB,GaussianNB,0.7963333333333333,0.05814158962777372,0.8000751879699248,0.7963333333333333,0.7854330042134919,0.8709677419354839
ErmB,GaussianNB_Best,0.788,0.08360887778486469,0.8081279285169446,0.788,0.7905763288334862,0.9032258064516129
ErmB,GaussianNB_PCA,0.325,0.11528708128455291,0.6279005602240897,0.325,0.35178322911656246,0.22580645161290322
ErmB,GaussianNB_Best_PCA,0.41200000000000003,0.2571692049993545,0.5275410052910053,0.41200000000000003,0.41386879786879793,0.8387096774193549
