Target,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy
Gentamicina,LogisticRegression,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,LogisticRegression_Best,0.6913333333333334,0.11883882642750503,0.6996197136197135,0.6913333333333334,0.6824421896186602,0.6451612903225806
Gentamicina,LogisticRegression_PCA,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,LogisticRegression_Best_PCA,0.6346666666666667,0.07038307877450216,0.6414352314352314,0.6346666666666667,0.6349440741813968,0.6129032258064516
Gentamicina,Ridge,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,Ridge_Best,0.6753333333333333,0.04042001704326432,0.6557012911725955,0.6753333333333333,0.5894244772201127,0.5161290322580645
Gentamicina,Ridge_PCA,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,Ridge_Best_PCA,0.6506666666666666,0.013063945294843593,0.5055404830917875,0.6506666666666666,0.5402462144901169,0.5806451612903226
Gentamicina,DecisionTree,0.5706666666666667,0.10814393700578462,0.5889350999877316,0.5706666666666667,0.5716994322633268,0.4838709677419355
Gentamicina,DecisionTree_Best,0.6576666666666666,0.118,0.661113653699466,0.6576666666666666,0.6326235333294157,0.6451612903225806
Gentamicina,DecisionTree_PCA,0.5366666666666667,0.06548112535515695,0.5260826330532213,0.5366666666666667,0.5291229946524064,0.5483870967741935
Gentamicina,DecisionTree_Best_PCA,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,K-nn,0.5793333333333334,0.1491367754035797,0.5828485527544351,0.5793333333333334,0.5781946897274284,0.5483870967741935
Gentamicina,K-nn_Best,0.6516666666666666,0.06941021378570864,0.6568555555555555,0.6516666666666666,0.6418285655671054,0.6129032258064516
Gentamicina,K-nn_PCA,0.587,0.12471478572237445,0.585867080288133,0.587,0.581681081884191,0.5483870967741935
Gentamicina,K-nn_Best_PCA,0.6423333333333333,0.1005407601147139,0.6483444596339334,0.6423333333333333,0.6261196324143692,0.6129032258064516
Gentamicina,RandomForest,0.6593333333333333,0.0661362230551458,0.6235318219791904,0.6593333333333333,0.624059404417299,0.5483870967741935
Gentamicina,RandomForest_Best,0.6833333333333333,0.1014122499723009,0.664164411027569,0.6833333333333333,0.656976183682066,0.6774193548387096
Gentamicina,RandomForest_PCA,0.5860000000000001,0.09773319690759011,0.5620956582633053,0.5860000000000001,0.5606620699561875,0.5483870967741935
Gentamicina,RandomForest_Best_PCA,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,BernoulliNB,0.6833333333333333,0.11682370383521391,0.6845176128695865,0.6833333333333333,0.6793571439558788,0.7419354838709677
Gentamicina,BernoulliNB_Best,0.6833333333333333,0.11682370383521391,0.6845176128695865,0.6833333333333333,0.6793571439558788,0.7419354838709677
Gentamicina,BernoulliNB_PCA,0.46299999999999997,0.06257795138864806,0.5063315426261717,0.46299999999999997,0.4322164386338299,0.3870967741935484
Gentamicina,BernoulliNB_Best_PCA,0.6423333333333333,0.013482498944104441,0.4127738888888889,0.6423333333333333,0.5025278298936835,0.5483870967741935
Gentamicina,GaussianNB,0.496,0.03947713825044116,0.5604973751738458,0.496,0.5024842414697488,0.5161290322580645
Gentamicina,GaussianNB_Best,0.496,0.03947713825044116,0.5604973751738458,0.496,0.5024842414697488,0.5161290322580645
Gentamicina,GaussianNB_PCA,0.4640000000000001,0.09696276490373912,0.5950746031746031,0.4640000000000001,0.44250000713928755,0.41935483870967744
Gentamicina,GaussianNB_Best_PCA,0.472,0.08575417061448254,0.6069543024227234,0.472,0.4482082698910285,0.41935483870967744
