Feature,Logistic Regression,Decision Tree,Knn,Random Forest
Maldi (46 feat),0.7096774193548387,0.6774193548387096,0.7419354838709677,0.6451612903225806
Maldi with PCA,0.7096774193548387,0.7096774193548387,0.7741935483870968,0.5483870967741935
Maldi with PCA2,0.6774193548387096,0.5806451612903226,0.7096774193548387,0.7419354838709677
Maldi with 10 features,0.7419354838709677,0.5483870967741935,0.7419354838709677,0.7096774193548387
