,Target,Model,Accuracy,Precision,Recall,F1-Score,CV
29,Gentamicina,Logistic Regression_Best,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.643
30,Gentamicina,Ridge,0.5483870967741935,0.3007284079084287,0.5483870967741935,0.38844086021505375,0.6423333333333333
31,Gentamicina,Ridge_Best,0.5483870967741935,0.3007284079084287,0.5483870967741935,0.38844086021505375,0.6423333333333333
32,Gentamicina,Decision Tree,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.5526666666666666
33,Gentamicina,Decision Tree_Best,0.6451612903225806,0.6573597180807808,0.6451612903225806,0.6451612903225806,0.618
34,Gentamicina,K-nn,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6423333333333333
35,Gentamicina,K-nn_Best,0.6451612903225806,0.6500488758553273,0.6451612903225806,0.6293379364908117,0.667
36,Gentamicina,Random Forest,0.7096774193548387,0.7123167155425218,0.7096774193548387,0.7040278988666085,0.6586666666666667
37,Gentamicina,Random Forest_Best,0.6774193548387096,0.676287492925863,0.6774193548387096,0.6739729804245933,0.6996666666666667
38,Gentamicina,BernoulliNB,0.5483870967741935,0.3007284079084287,0.5483870967741935,0.38844086021505375,0.6423333333333333
39,Gentamicina,BernoulliNB_Best,0.5483870967741935,0.3007284079084287,0.5483870967741935,0.38844086021505375,0.6423333333333333
40,Gentamicina,GaussianNB,0.7096774193548387,0.7230956898888588,0.7096774193548387,0.7096774193548386,0.6506666666666667
41,Gentamicina,GaussianNB_Best,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.6916666666666667
42,Clindamicina,Logistic Regression,0.6774193548387096,0.4588969823100936,0.6774193548387096,0.5471464019851118,0.748
43,Clindamicina,Logistic Regression_Best,0.7419354838709677,0.7298924731182795,0.7419354838709677,0.7208976157082749,0.8616666666666667
44,Clindamicina,Ridge,0.6774193548387096,0.4588969823100936,0.6774193548387096,0.5471464019851118,0.748
45,Clindamicina,Ridge_Best,0.7096774193548387,0.6989247311827956,0.7096774193548387,0.65225097483162,0.8296666666666667
46,Clindamicina,Decision Tree,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.764
47,Clindamicina,Decision Tree_Best,0.7096774193548387,0.7026718800912349,0.7096774193548387,0.7054131954041141,0.8123333333333334
48,Clindamicina,K-nn,0.7096774193548387,0.6923963133640554,0.7096774193548387,0.6937381404174573,0.8859999999999999
49,Clindamicina,K-nn_Best,0.8064516129032258,0.810752688172043,0.8064516129032258,0.7906732117812062,0.9019999999999999
50,Clindamicina,Random Forest,0.7741935483870968,0.7667050691244239,0.7741935483870968,0.7617963314358002,0.8693333333333333
51,Clindamicina,Random Forest_Best,0.7419354838709677,0.7298924731182795,0.7419354838709677,0.7208976157082749,0.8936666666666666
52,Clindamicina,BernoulliNB,0.6774193548387096,0.4588969823100936,0.6774193548387096,0.5471464019851118,0.748
53,Clindamicina,BernoulliNB_Best,0.6774193548387096,0.4588969823100936,0.6774193548387096,0.5471464019851118,0.748
54,Clindamicina,GaussianNB,0.6451612903225806,0.6360377973281198,0.6451612903225806,0.6399494610494728,0.8533333333333333
55,Clindamicina,GaussianNB_Best,0.7741935483870968,0.7791563275434243,0.7741935483870968,0.7485701212537176,0.8620000000000001
56,Enrofloxacin,Logistic Regression,0.6451612903225806,0.4162330905306972,0.6451612903225806,0.5060088551549652,0.6746666666666666
57,Enrofloxacin,Logistic Regression_Best,0.6774193548387096,0.6595533498759306,0.6774193548387096,0.6379733520336606,0.6910000000000001
58,Enrofloxacin,Ridge,0.6451612903225806,0.4162330905306972,0.6451612903225806,0.5060088551549652,0.6746666666666666
59,Enrofloxacin,Ridge_Best,0.6451612903225806,0.4162330905306972,0.6451612903225806,0.5060088551549652,0.6746666666666666
60,Enrofloxacin,Decision Tree,0.6451612903225806,0.626227208976157,0.6451612903225806,0.6295258025032574,0.6243333333333333
61,Enrofloxacin,Decision Tree_Best,0.6451612903225806,0.626227208976157,0.6451612903225806,0.6295258025032574,0.641
62,Enrofloxacin,K-nn,0.6774193548387096,0.6595533498759306,0.6774193548387096,0.6379733520336606,0.6593333333333333
63,Enrofloxacin,K-nn_Best,0.7096774193548387,0.7010752688172042,0.7096774193548387,0.683111954459203,0.6916666666666667
64,Enrofloxacin,Random Forest,0.7096774193548387,0.7010752688172042,0.7096774193548387,0.683111954459203,0.6503333333333333
65,Enrofloxacin,Random Forest_Best,0.6774193548387096,0.6595533498759306,0.6774193548387096,0.6379733520336606,0.7236666666666667
66,Enrofloxacin,BernoulliNB,0.6451612903225806,0.4162330905306972,0.6451612903225806,0.5060088551549652,0.6746666666666666
67,Enrofloxacin,BernoulliNB_Best,0.6451612903225806,0.4162330905306972,0.6451612903225806,0.5060088551549652,0.6746666666666666
68,Enrofloxacin,GaussianNB,0.6451612903225806,0.6528013582342954,0.6451612903225806,0.6483259610889344,0.6743333333333333
69,Enrofloxacin,GaussianNB_Best,0.6774193548387096,0.6595533498759306,0.6774193548387096,0.6379733520336606,0.724
70,ANT(6)-Ia,Logistic Regression,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.8293333333333333
71,ANT(6)-Ia,Logistic Regression_Best,0.7419354838709677,0.639599555061179,0.7419354838709677,0.6869772998805257,0.8706666666666667
72,ANT(6)-Ia,Ridge,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.8293333333333333
73,ANT(6)-Ia,Ridge_Best,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.8293333333333333
74,ANT(6)-Ia,Decision Tree,0.6774193548387096,0.714586255259467,0.6774193548387096,0.6937403993855608,0.806
75,ANT(6)-Ia,Decision Tree_Best,0.7096774193548387,0.7273425499231952,0.7096774193548387,0.7178811971438701,0.8870000000000001
76,ANT(6)-Ia,K-nn,0.7741935483870968,0.7269585253456221,0.7741935483870968,0.7429498884154999,0.8943333333333333
77,ANT(6)-Ia,K-nn_Best,0.7741935483870968,0.7269585253456221,0.7741935483870968,0.7429498884154999,0.9026666666666667
78,ANT(6)-Ia,Random Forest,0.7741935483870968,0.7269585253456221,0.7741935483870968,0.7429498884154999,0.8869999999999999
79,ANT(6)-Ia,Random Forest_Best,0.7741935483870968,0.7598014888337469,0.7741935483870968,0.7661434075096314,0.9103333333333333
80,ANT(6)-Ia,BernoulliNB,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.8293333333333333
81,ANT(6)-Ia,BernoulliNB_Best,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.8293333333333333
82,ANT(6)-Ia,GaussianNB,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709676,0.8783333333333333
83,ANT(6)-Ia,GaussianNB_Best,0.7741935483870968,0.7269585253456221,0.7741935483870968,0.7429498884154999,0.9026666666666667
84,ErmB,Logistic Regression,0.8387096774193549,0.7034339229968783,0.8387096774193549,0.7651386530843237,0.8133333333333335
85,ErmB,Logistic Regression_Best,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8620000000000001
86,ErmB,Ridge,0.8387096774193549,0.7034339229968783,0.8387096774193549,0.7651386530843237,0.8133333333333335
87,ErmB,Ridge_Best,0.8387096774193549,0.7034339229968783,0.8387096774193549,0.7651386530843237,0.8133333333333335
88,ErmB,Decision Tree,0.7741935483870968,0.8262622720897614,0.7741935483870968,0.793335696561503,0.748
89,ErmB,Decision Tree_Best,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8866666666666667
90,ErmB,K-nn,0.7419354838709677,0.6889400921658987,0.7419354838709677,0.7144563918757467,0.8460000000000001
91,ErmB,K-nn_Best,0.7419354838709677,0.6889400921658987,0.7419354838709677,0.7144563918757467,0.8703333333333333
92,ErmB,Random Forest,0.8064516129032258,0.772657450076805,0.8064516129032258,0.7858422939068102,0.8623333333333333
93,ErmB,Random Forest_Best,0.8064516129032258,0.772657450076805,0.8064516129032258,0.7858422939068102,0.8699999999999999
94,ErmB,BernoulliNB,0.8387096774193549,0.7034339229968783,0.8387096774193549,0.7651386530843237,0.8133333333333335
95,ErmB,BernoulliNB_Best,0.8387096774193549,0.7034339229968783,0.8387096774193549,0.7651386530843237,0.8133333333333335
96,ErmB,GaussianNB,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.8623333333333333
97,ErmB,GaussianNB_Best,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8783333333333333
98,lsaE,Logistic Regression,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,0.7966666666666666
99,lsaE,Logistic Regression_Best,0.7096774193548387,0.6424731182795699,0.7096774193548387,0.6579265137139898,0.9103333333333333
100,lsaE,Ridge,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,0.7966666666666666
101,lsaE,Ridge_Best,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,0.7966666666666666
102,lsaE,Decision Tree,0.6451612903225806,0.6593352883675465,0.6451612903225806,0.6516550706304026,0.861
103,lsaE,Decision Tree_Best,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,0.8773333333333333
104,lsaE,K-nn,0.7096774193548387,0.6979646697388632,0.7096774193548387,0.7030885380919698,0.9266666666666665
105,lsaE,K-nn_Best,0.7096774193548387,0.6739454094292804,0.7096774193548387,0.685066085987745,0.9266666666666665
106,lsaE,Random Forest,0.7096774193548387,0.6979646697388632,0.7096774193548387,0.7030885380919698,0.9266666666666665
107,lsaE,Random Forest_Best,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,0.9183333333333333
108,lsaE,BernoulliNB,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,0.7966666666666666
109,lsaE,BernoulliNB_Best,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,0.7966666666666666
110,lsaE,GaussianNB,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064515,0.8936666666666666
111,lsaE,GaussianNB_Best,0.6451612903225806,0.6593352883675465,0.6451612903225806,0.6516550706304026,0.9103333333333332
112,tetM,Logistic Regression,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.8456666666666667
113,tetM,Logistic Regression_Best,0.6774193548387096,0.6347394540942929,0.6774193548387096,0.6447772657450075,0.8460000000000001
114,tetM,Ridge,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.8456666666666667
115,tetM,Ridge_Best,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.8456666666666667
116,tetM,Decision Tree,0.6774193548387096,0.6347394540942929,0.6774193548387096,0.6447772657450075,0.804
117,tetM,Decision Tree_Best,0.6451612903225806,0.6334151472650771,0.6451612903225806,0.6386675100147585,0.805
118,tetM,K-nn,0.7419354838709677,0.7200992555831265,0.7419354838709677,0.7158218125960061,0.8373333333333333
119,tetM,K-nn_Best,0.7419354838709677,0.810752688172043,0.7419354838709677,0.6585607940446649,0.8456666666666667
120,tetM,Random Forest,0.7741935483870968,0.8286985539488321,0.7741935483870968,0.7178425622448393,0.8456666666666667
121,tetM,Random Forest_Best,0.7096774193548387,0.6590656284760845,0.7096774193548387,0.6372261514576506,0.8536666666666667
122,tetM,BernoulliNB,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.8456666666666667
123,tetM,BernoulliNB_Best,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.8456666666666667
124,tetM,GaussianNB,0.7096774193548387,0.77134724857685,0.7096774193548387,0.7226237997626498,0.6996666666666667
125,tetM,GaussianNB_Best,0.6774193548387096,0.7564516129032258,0.6774193548387096,0.6922750424448217,0.716
126,tetO,Logistic Regression,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208,0.732
127,tetO,Logistic Regression_Best,0.7419354838709677,0.5935483870967743,0.7419354838709677,0.6594982078853046,0.8046666666666666
128,tetO,Ridge,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208,0.732
129,tetO,Ridge_Best,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208,0.732
130,tetO,Decision Tree,0.6774193548387096,0.7401759530791788,0.6774193548387096,0.6985988921472793,0.788
131,tetO,Decision Tree_Best,0.7419354838709677,0.7156327543424319,0.7419354838709677,0.7255913978494625,0.8370000000000001
132,tetO,K-nn,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.8210000000000001
133,tetO,K-nn_Best,0.7419354838709677,0.7156327543424319,0.7419354838709677,0.7255913978494625,0.8370000000000001
134,tetO,Random Forest,0.7096774193548387,0.6946236559139786,0.7096774193548387,0.7014736415658076,0.8366666666666667
135,tetO,Random Forest_Best,0.7419354838709677,0.7156327543424319,0.7419354838709677,0.7255913978494625,0.8530000000000001
136,tetO,BernoulliNB,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208,0.732
137,tetO,BernoulliNB_Best,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208,0.732
138,tetO,GaussianNB,0.7096774193548387,0.7539170506912442,0.7096774193548387,0.7256166982922201,0.82
139,tetO,GaussianNB_Best,0.7096774193548387,0.7539170506912442,0.7096774193548387,0.7256166982922201,0.82
140,mf3,Logistic Regression,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
141,mf3,Logistic Regression_Best,0.838709677419355,0.8963133640552995,0.8387096774193549,0.8459021109792498,0.7553333333333334
142,mf3,Ridge,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
143,mf3,Ridge_Best,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
144,mf3,Decision Tree,0.7096774193548387,0.7005610098176719,0.7096774193548387,0.7043643263757116,0.7066666666666667
145,mf3,Decision Tree_Best,0.7096774193548387,0.7005610098176719,0.7096774193548387,0.7043643263757116,0.6746666666666666
146,mf3,K-nn,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.6343333333333333
147,mf3,K-nn_Best,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.7076666666666667
148,mf3,Random Forest,0.8064516129032258,0.7987711213517666,0.8064516129032258,0.798562412342216,0.7236666666666667
149,mf3,Random Forest_Best,0.8064516129032258,0.8054590570719603,0.8064516129032258,0.7868663594470046,0.7486666666666667
150,mf3,BernoulliNB,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
151,mf3,BernoulliNB_Best,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
152,mf3,GaussianNB,0.7419354838709677,0.76158357771261,0.7419354838709677,0.748694316436252,0.6823333333333333
153,mf3,GaussianNB_Best,0.8387096774193549,0.8453149001536099,0.8387096774193549,0.8410786907253127,0.7073333333333334
154,subspecies,Logistic Regression,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.5393333333333333
155,subspecies,Logistic Regression_Best,1.0,1.0,1.0,1.0,0.9676666666666666
156,subspecies,Ridge,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.5393333333333333
157,subspecies,Ridge_Best,0.967741935483871,0.970674486803519,0.967741935483871,0.967269289849935,0.9179999999999999
158,subspecies,Decision Tree,0.967741935483871,0.970674486803519,0.967741935483871,0.967269289849935,0.9099999999999999
159,subspecies,Decision Tree_Best,0.967741935483871,0.970674486803519,0.967741935483871,0.967269289849935,0.9426666666666665
160,subspecies,K-nn,0.967741935483871,0.970674486803519,0.967741935483871,0.967269289849935,0.9259999999999999
161,subspecies,K-nn_Best,1.0,1.0,1.0,1.0,0.9593333333333334
162,subspecies,Random Forest,1.0,1.0,1.0,1.0,0.9586666666666666
163,subspecies,Random Forest_Best,1.0,1.0,1.0,1.0,0.9593333333333334
164,subspecies,BernoulliNB,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.35
165,subspecies,BernoulliNB_Best,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.35
166,subspecies,GaussianNB,1.0,1.0,1.0,1.0,0.9516666666666665
167,subspecies,GaussianNB_Best,1.0,1.0,1.0,1.0,0.9676666666666666
168,ST,Logistic Regression,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
169,ST,Logistic Regression_Best,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
170,ST,Ridge,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
171,ST,Ridge_Best,0.12903225806451613,0.03225806451612903,0.12903225806451613,0.05161290322580645,0.21133333333333332
172,ST,Decision Tree,0.25806451612903225,0.29569892473118276,0.25806451612903225,0.253763440860215,0.15366666666666667
173,ST,Decision Tree_Best,0.2903225806451613,0.32365591397849464,0.2903225806451613,0.28136200716845877,0.178
174,ST,K-nn,0.419354838709677,0.3425499231950845,0.41935483870967744,0.3588186007540846,0.2756666666666666
175,ST,K-nn_Best,0.3870967741935484,0.41935483870967744,0.3870967741935484,0.3870967741935484,0.324
176,ST,Random Forest,0.3548387096774194,0.29838709677419356,0.3548387096774194,0.30737327188940095,0.34
177,ST,Random Forest_Best,0.3870967741935484,0.3691756272401433,0.3870967741935484,0.3191894127377998,0.34066666666666673
178,ST,BernoulliNB,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
179,ST,BernoulliNB_Best,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
180,ST,GaussianNB,0.3225806451612903,0.21627565982404692,0.3225806451612903,0.23225806451612901,0.2596666666666667
181,ST,GaussianNB_Best,0.3548387096774194,0.317741935483871,0.3548387096774194,0.3069124423963134,0.332
