,Target,Model,Accuracy,Precision,Recall,F1-Score,CV
165,subspecies,BernoulliNB_Best_PCA,0.8709677419354839,0.895405669599218,0.8709677419354839,0.8739938556067589,0.7396666666666667
166,subspecies,GaussianNB_PCA,1.0,1.0,1.0,1.0,0.9353333333333333
167,subspecies,GaussianNB_Best_PCA,1.0,1.0,1.0,1.0,0.9353333333333333
168,ST,Logistic Regression_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
169,ST,Logistic Regression_Best_PCA,0.12903225806451613,0.04301075268817204,0.12903225806451613,0.06451612903225806,0.26033333333333336
170,ST,Ridge_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
171,ST,Ridge_Best_PCA,0.12903225806451613,0.03225806451612903,0.12903225806451613,0.05161290322580645,0.195
172,ST,Decision Tree_PCA,0.25806451612903225,0.26881720430107525,0.25806451612903225,0.2557603686635945,0.15466666666666667
173,ST,Decision Tree_Best_PCA,0.41935483870967744,0.2967741935483871,0.41935483870967744,0.3390168970814132,0.195
174,ST,K-nn_PCA,0.3870967741935484,0.33064516129032256,0.3870967741935484,0.3405529953917051,0.284
175,ST,K-nn_Best_PCA,0.41935483870967744,0.33978494623655914,0.41935483870967744,0.3548387096774194,0.316
176,ST,Random Forest_PCA,0.41935483870967744,0.4121863799283154,0.41935483870967744,0.38570246957343735,0.30833333333333335
177,ST,Random Forest_Best_PCA,0.3870967741935484,0.317741935483871,0.3870967741935484,0.3317972350230415,0.34833333333333333
178,ST,BernoulliNB_PCA,0.3548387096774194,0.3375576036866359,0.3548387096774194,0.3284457478005865,0.21100000000000002
179,ST,BernoulliNB_Best_PCA,0.3548387096774194,0.3268817204301075,0.3548387096774194,0.3197388632872504,0.19466666666666668
180,ST,GaussianNB_PCA,0.3870967741935484,0.3043010752688172,0.3870967741935484,0.32027649769585254,0.2843333333333333
181,ST,GaussianNB_Best_PCA,0.3870967741935484,0.3763440860215054,0.3870967741935484,0.3686635944700461,0.30866666666666664
